user_sequence,challenge
12976_12,CI26904
12979_12,CI28580
12980_12,CI28579
12983_12,CI28567
12985_12,CI23933
12987_12,CI26905
12989_12,CI26167
12990_12,CI26912
12999_12,CI28569
13001_12,CI28572
13004_12,CI27801
13007_12,CI27799
13013_12,CI28571
13014_12,CI27666
13015_12,CI27043
13018_12,CI26913
13021_12,CI25057
13024_12,CI24530
13026_12,CI24638
13034_12,CI27670
13040_12,CI25135
13041_12,CI26218
13044_12,CI26506
13046_12,CI24530
13047_12,CI26911
13048_12,CI28575
13050_12,CI24530
13052_12,CI24228
13055_12,CI26913
13056_12,CI26904
13057_12,CI26213
13065_12,CI26159
13067_12,CI26212
13069_12,CI26909
13070_12,CI26912
13079_12,CI26162
13086_12,CI24031
13095_12,CI23526
13096_12,CI26929
13098_12,CI26905
13101_12,CI26904
13103_12,CI26912
13108_12,CI26212
13109_12,CI26930
13112_12,CI26903
13115_12,CI26216
13116_12,CI26221
13117_12,CI26902
13124_12,CI26211
13125_12,CI26220
13129_12,CI26208
13130_12,CI26907
13132_12,CI23691
13133_12,CI26907
13137_12,CI26214
13138_12,CI26905
13139_12,CI23648
13140_12,CI24937
13141_12,CI26216
13146_12,CI26865
13150_12,CI26910
13155_12,CI24081
13156_12,CI26905
13157_12,CI26219
13158_12,CI26216
13159_12,CI24535
13161_12,CI27958
13164_12,CI26904
13166_12,CI24081
13167_12,CI26910
13168_12,CI26926
13174_12,CI24187
13175_12,CI26154
13176_12,CI26907
13179_12,CI28124
13180_12,CI26907
13188_12,CI26915
13190_12,CI26903
13191_12,CI26904
13193_12,CI25177
13200_12,CI24187
13201_12,CI26907
13206_12,CI23517
13207_12,CI26170
13208_12,CI26904
13210_12,CI28124
13212_12,CI27442
13213_12,CI27671
13217_12,CI24531
13218_12,CI26910
13221_12,CI24276
13224_12,CI26215
13225_12,CI26907
13227_12,CI26170
13228_12,CI26218
13229_12,CI25106
13230_12,CI26220
13234_12,CI26910
13240_12,CI26216
13243_12,CI26904
13244_12,CI26212
13245_12,CI26216
13247_12,CI26874
13249_12,CI26910
13250_12,CI26904
13257_12,CI26902
13260_12,CI25075
13263_12,CI26902
13264_12,CI24530
13267_12,CI26913
13271_12,CI27673
13276_12,CI27669
13277_12,CI26922
13278_12,CI25103
13281_12,CI25135
13283_12,CI26217
13284_12,CI26220
13287_12,CI26910
13289_12,CI26904
13291_12,CI27035
13293_12,CI26904
13299_12,CI26929
13305_12,CI24521
13307_12,CI26904
13308_12,CI26915
13309_12,CI26920
13312_12,CI26915
13314_12,CI24257
13320_12,CI26910
13333_12,CI26910
13335_12,CI26907
13342_12,CI26161
13343_12,CI24532
13351_12,CI26213
13353_12,CI26902
13354_12,CI26910
13355_12,CI26154
13357_12,CI24522
13358_12,CI26154
13359_12,CI25053
13361_12,CI26220
13362_12,CI26904
13363_12,CI26219
13367_12,CI25056
13368_12,CI26904
13372_12,CI26217
13377_12,CI24868
13379_12,CI27789
13381_12,CI27665
13383_12,CI26942
13386_12,CI24866
13388_12,CI23769
13389_12,CI26999
13392_12,CI23663
13393_12,CI24138
13394_12,CI24866
13396_12,CI24953
13398_12,CI26958
13399_12,CI26942
13400_12,CI26954
13402_12,CI23929
13403_12,CI28581
13408_12,CI26196
13411_12,CI28578
13413_12,CI25593
13414_12,CI24952
13415_12,CI27802
13416_12,CI23848
13419_12,CI24530
13421_12,CI23848
13422_12,CI26926
13423_12,CI24701
13430_12,CI26951
13431_12,CI24748
13433_12,CI25074
13441_12,CI27801
13443_12,CI24109
13444_12,CI24867
13446_12,CI25141
13449_12,CI24939
13453_12,CI24915
13455_12,CI24527
13461_12,CI24188
13465_12,CI27040
13468_12,CI28577
13469_12,CI24952
13470_12,CI28577
13472_12,CI28579
13473_12,CI28577
13475_12,CI28579
13481_12,CI24873
13484_12,CI25501
13486_12,CI27797
13489_12,CI28582
13491_12,CI28240
13492_12,CI26052
13493_12,CI24225
13494_12,CI28569
13502_12,CI28577
13503_12,CI28584
13505_12,CI28585
13509_12,CI27044
13511_12,CI28585
13512_12,CI28580
13513_12,CI24239
13514_12,CI24532
13521_12,CI28580
13524_12,CI28573
13528_12,CI27809
13532_12,CI24228
13533_12,CI25295
13534_12,CI24530
13536_12,CI27035
13549_12,CI27673
13553_12,CI24958
13555_12,CI26955
13564_12,CI26176
13566_12,CI23703
13570_12,CI26931
13573_12,CI27968
13578_12,CI28175
13581_12,CI28576
13586_12,CI28583
13587_12,CI24532
13588_12,CI25175
13590_12,CI26951
13591_12,CI23762
13592_12,CI25075
13593_12,CI26943
13594_12,CI24534
13596_12,CI26926
13597_12,CI24958
13598_12,CI24527
13602_12,CI26211
13604_12,CI28479
13605_12,CI25053
13606_12,CI23933
13611_12,CI23663
13615_12,CI26927
13621_12,CI25633
13627_12,CI24522
13630_12,CI24953
13638_12,CI23648
13640_12,CI26051
13643_12,CI26835
13647_12,CI25178
13654_12,CI23855
13658_12,CI26158
13659_12,CI25027
13660_12,CI26955
13663_12,CI27026
13666_12,CI25075
13667_12,CI26874
13669_12,CI23648
13670_12,CI24534
13671_12,CI24866
13673_12,CI23770
13679_12,CI26930
13687_12,CI27977
13688_12,CI24187
13692_12,CI26831
13693_12,CI23836
13694_12,CI24972
13695_12,CI24348
13696_12,CI27035
13697_12,CI23848
13699_12,CI24230
13702_12,CI24445
13705_12,CI26197
13709_12,CI27669
13710_12,CI27664
13717_12,CI27667
13718_12,CI24348
13719_12,CI24968
13721_12,CI27035
13722_12,CI27679
13729_12,CI24876
13730_12,CI26050
13734_12,CI24530
13735_12,CI24917
13736_12,CI26920
13737_12,CI24866
13738_12,CI24534
13741_12,CI24261
13742_12,CI25180
13744_12,CI23691
13751_12,CI25125
13752_12,CI23648
13753_12,CI23880
13757_12,CI25727
13759_12,CI25126
13763_12,CI26050
13765_12,CI24187
13769_12,CI24138
13770_12,CI24866
13771_12,CI23769
13773_12,CI27674
13774_12,CI27681
13776_12,CI25132
13777_12,CI23856
13778_12,CI25124
13786_12,CI24866
13792_12,CI27797
13793_12,CI24950
13800_12,CI24871
13803_12,CI24435
13804_12,CI27043
13805_12,CI28578
13808_12,CI23887
13818_12,CI27669
13820_12,CI27038
13821_12,CI23648
13822_12,CI27657
13823_12,CI27282
13826_12,CI27047
13834_12,CI25075
13835_12,CI26921
13838_12,CI23663
13842_12,CI23999
13844_12,CI23933
13847_12,CI23769
13848_12,CI26920
13850_12,CI27661
13853_12,CI26216
13855_12,CI24935
13858_12,CI24962
13859_12,CI26913
13863_12,CI26907
13868_12,CI25362
13869_12,CI26909
13872_12,CI28176
13873_12,CI24532
13879_12,CI23663
13884_12,CI24534
13885_12,CI25135
13888_12,CI26055
13890_12,CI26904
13891_12,CI26910
13892_12,CI24941
13895_12,CI26911
13897_12,CI26212
13898_12,CI28583
13899_12,CI26904
13906_12,CI26902
13909_12,CI25175
13916_12,CI26903
13921_12,CI24228
13922_12,CI26219
13924_12,CI27648
13925_12,CI27040
13930_12,CI25302
13931_12,CI26911
13943_12,CI28573
13944_12,CI26905
13946_12,CI27795
13949_12,CI26911
13953_12,CI27784
13954_12,CI24184
13956_12,CI23880
13957_12,CI23929
13958_12,CI26910
13967_12,CI27806
13968_12,CI24081
13969_12,CI24187
13972_12,CI27676
13973_12,CI27038
13975_12,CI27810
13976_12,CI27031
13978_12,CI27039
13982_12,CI27039
13983_12,CI26212
13985_12,CI26903
13986_12,CI25075
13987_12,CI27807
13991_12,CI23663
13992_12,CI26907
13994_12,CI26905
14001_12,CI27790
14002_12,CI27797
14003_12,CI27798
14004_12,CI24147
14005_12,CI27807
14008_12,CI26905
14009_12,CI27801
14010_12,CI27669
14011_12,CI24968
14014_12,CI25302
14017_12,CI27801
14023_12,CI26907
14026_12,CI26910
14030_12,CI26902
14032_12,CI26904
14043_12,CI26910
14046_12,CI26908
14050_12,CI26905
14051_12,CI26907
14052_12,CI26903
14055_12,CI24228
14057_12,CI24138
14058_12,CI26903
14059_12,CI26216
14062_12,CI26220
14063_12,CI26210
14065_12,CI26211
14066_12,CI23913
14070_12,CI23769
14071_12,CI26904
14074_12,CI27036
14078_12,CI26949
14079_12,CI24228
14082_12,CI24868
14083_12,CI25054
14085_12,CI27676
14086_12,CI25024
14087_12,CI24944
14088_12,CI23776
14093_12,CI26212
14097_12,CI26907
14098_12,CI24915
14100_12,CI26942
14102_12,CI26051
14105_12,CI23663
14106_12,CI26907
14109_12,CI26915
14110_12,CI26912
14111_12,CI26221
14113_12,CI26904
14114_12,CI24957
14115_12,CI23848
14116_12,CI26911
14120_12,CI27051
14123_12,CI26213
14128_12,CI26154
14131_12,CI24871
14134_12,CI27970
14140_12,CI26154
14145_12,CI23691
14148_12,CI23975
14151_12,CI24491
14157_12,CI28240
14161_12,CI24187
14163_12,CI24459
14164_12,CI28577
14166_12,CI28569
14167_12,CI28576
14173_12,CI28574
14177_12,CI28579
14179_12,CI28572
14180_12,CI28571
14181_12,CI27675
14183_12,CI28479
14184_12,CI28579
14185_12,CI28577
14187_12,CI26922
14190_12,CI26056
14191_12,CI23933
14194_12,CI25126
14196_12,CI27039
14198_12,CI25126
14199_12,CI24866
14200_12,CI25302
14204_12,CI28578
14205_12,CI28579
14209_12,CI25125
14212_12,CI26055
14214_12,CI23691
14216_12,CI26936
14220_12,CI23663
14230_12,CI25123
14231_12,CI23691
14232_12,CI26913
14234_12,CI24866
14235_12,CI26910
14241_12,CI24915
14242_12,CI24932
14244_12,CI24917
14246_12,CI27675
14249_12,CI26924
14253_12,CI27141
14267_12,CI27666
14268_12,CI23714
14273_12,CI27680
14274_12,CI28572
14275_12,CI25135
14276_12,CI26908
14279_12,CI26202
14280_12,CI24958
14283_12,CI27044
14284_12,CI26907
14286_12,CI28574
14293_12,CI24530
14295_12,CI26910
14296_12,CI26909
14304_12,CI26911
14305_12,CI25177
14306_12,CI24309
14310_12,CI26907
14317_12,CI24523
14319_12,CI24937
14321_12,CI26907
14325_12,CI24873
14326_12,CI23856
14328_12,CI24187
14329_12,CI26203
14330_12,CI26928
14331_12,CI24867
14337_12,CI23880
14342_12,CI26214
14344_12,CI23855
14345_12,CI24953
14347_12,CI25123
14348_12,CI25075
14353_12,CI27035
14354_12,CI25119
14358_12,CI24958
14365_12,CI23769
14366_12,CI27045
14370_12,CI24187
14372_12,CI23975
14373_12,CI27041
14375_12,CI25075
14376_12,CI25125
14378_12,CI26913
14379_12,CI26907
14381_12,CI26911
14386_12,CI26902
14387_12,CI24876
14390_12,CI25075
14394_12,CI26219
14400_12,CI24876
14402_12,CI23936
14406_12,CI26907
14407_12,CI26220
14411_12,CI26221
14412_12,CI23969
14416_12,CI26902
14417_12,CI24692
14422_12,CI26649
14426_12,CI24261
14428_12,CI26927
14431_12,CI24871
14436_12,CI26951
14437_12,CI26902
14438_12,CI23714
14440_12,CI23770
14450_12,CI25124
14452_12,CI23648
14453_12,CI26905
14457_12,CI26214
14461_12,CI26167
14464_12,CI28578
14467_12,CI28580
14469_12,CI28585
14471_12,CI28041
14475_12,CI27681
14476_12,CI26903
14480_12,CI23848
14482_12,CI26904
14484_12,CI28579
14491_12,CI26213
14498_12,CI24958
14500_12,CI25124
14502_12,CI23855
14505_12,CI26027
14507_12,CI23966
14508_12,CI25501
14511_12,CI27539
14512_12,CI26926
14514_12,CI26926
14516_12,CI26921
14517_12,CI26921
14518_12,CI23887
14519_12,CI26921
14520_12,CI25179
14521_12,CI28569
14524_12,CI26904
14526_12,CI23975
14527_12,CI24421
14528_12,CI23667
14530_12,CI23929
14531_12,CI24527
14538_12,CI26214
14539_12,CI26902
14542_12,CI26903
14543_12,CI24670
14544_12,CI24530
14549_12,CI23855
14551_12,CI25179
14552_12,CI28582
14553_12,CI24875
14554_12,CI28574
14557_12,CI24968
14558_12,CI23933
14560_12,CI24962
14564_12,CI23856
14567_12,CI25177
14569_12,CI26051
14570_12,CI26904
14572_12,CI26218
14574_12,CI27677
14576_12,CI26914
14580_12,CI24527
14582_12,CI23956
14585_12,CI24530
14593_12,CI26926
14594_12,CI26918
14603_12,CI26051
14605_12,CI24532
14611_12,CI25057
14613_12,CI26920
14615_12,CI26211
14620_12,CI25177
14623_12,CI23765
14624_12,CI24972
14625_12,CI25057
14629_12,CI26912
14630_12,CI27676
14637_12,CI24950
14641_12,CI23702
14642_12,CI27008
14644_12,CI24530
14646_12,CI24533
14649_12,CI25175
14650_12,CI24968
14651_12,CI23975
14652_12,CI23855
14654_12,CI24085
14658_12,CI26683
14659_12,CI23714
14660_12,CI24534
14661_12,CI26911
14665_12,CI26501
14666_12,CI26208
14667_12,CI26052
14668_12,CI25135
14669_12,CI26903
14670_12,CI25135
14673_12,CI24527
14675_12,CI26862
14676_12,CI25075
14677_12,CI27644
14681_12,CI24956
14684_12,CI23769
14688_12,CI27673
14691_12,CI26926
14693_12,CI23975
14694_12,CI24030
14696_12,CI26907
14698_12,CI26926
14701_12,CI24527
14703_12,CI23839
14706_12,CI23691
14707_12,CI28568
14708_12,CI28574
14713_12,CI24917
14716_12,CI23975
14717_12,CI26941
14718_12,CI27681
14722_12,CI24228
14723_12,CI26949
14728_12,CI27037
14732_12,CI27040
14734_12,CI26220
14737_12,CI24527
14739_12,CI23714
14741_12,CI26050
14742_12,CI28192
14744_12,CI26909
14745_12,CI23791
14746_12,CI26927
14751_12,CI26914
14752_12,CI25055
14754_12,CI27805
14758_12,CI26940
14763_12,CI24440
14766_12,CI27810
14768_12,CI27045
14770_12,CI26904
14772_12,CI27678
14781_12,CI25141
14782_12,CI25727
14783_12,CI26501
14785_12,CI26213
14788_12,CI24900
14789_12,CI26159
14791_12,CI24187
14794_12,CI25738
14795_12,CI25123
14801_12,CI26910
14802_12,CI27678
14804_12,CI25135
14805_12,CI26928
14806_12,CI26219
14809_12,CI26219
14810_12,CI26910
14811_12,CI27671
14816_12,CI25126
14817_12,CI27045
14818_12,CI26050
14819_12,CI26167
14823_12,CI26904
14827_12,CI24230
14828_12,CI25141
14830_12,CI23966
14831_12,CI26943
14833_12,CI25141
14837_12,CI26911
14838_12,CI24962
14841_12,CI24939
14845_12,CI24875
14848_12,CI24530
14849_12,CI24532
14854_12,CI23546
14858_12,CI26905
14860_12,CI28581
14861_12,CI27041
14864_12,CI27671
14865_12,CI26904
14867_12,CI27806
14868_12,CI25140
14870_12,CI23830
14871_12,CI26930
14873_12,CI26902
14874_12,CI26216
14875_12,CI26052
14876_12,CI26051
14878_12,CI24532
14882_12,CI24884
14885_12,CI25135
14886_12,CI26869
14887_12,CI26168
14890_12,CI24534
14893_12,CI24252
14894_12,CI27680
14897_12,CI23856
14898_12,CI24876
14900_12,CI26907
14901_12,CI24138
14902_12,CI26902
14904_12,CI26866
14905_12,CI27678
14907_12,CI24534
14908_12,CI28579
14909_12,CI26907
14911_12,CI26926
14912_12,CI27670
14914_12,CI26876
14915_12,CI26874
14916_12,CI26920
14918_12,CI23999
14920_12,CI26216
14921_12,CI26050
14924_12,CI26216
14926_12,CI27805
14930_12,CI26205
14931_12,CI25056
14936_12,CI23856
14945_12,CI24532
14946_12,CI24992
14951_12,CI27044
14960_12,CI23546
14961_12,CI26904
14962_12,CI28124
14963_12,CI23880
14965_12,CI26922
14966_12,CI27802
14967_12,CI26905
14970_12,CI26922
14973_12,CI25987
14974_12,CI23839
14979_12,CI27681
14982_12,CI24924
14985_12,CI27807
14989_12,CI24532
14990_12,CI26939
14995_12,CI23848
14998_12,CI24939
15000_12,CI24433
15003_12,CI26214
15006_12,CI27043
15013_12,CI24956
15014_12,CI26907
15015_12,CI25093
15018_12,CI24196
15020_12,CI27663
15024_12,CI23648
15028_12,CI25057
15031_12,CI25126
15034_12,CI23848
15037_12,CI26219
15039_12,CI25175
15048_12,CI28099
15050_12,CI24972
15051_12,CI26919
15053_12,CI23770
15058_12,CI26904
15061_12,CI24876
15062_12,CI25075
15065_12,CI24187
15066_12,CI26164
15068_12,CI24228
15070_12,CI25056
15076_12,CI23887
15084_12,CI26990
15089_12,CI23546
15091_12,CI24958
15092_12,CI24958
15093_12,CI25074
15095_12,CI23913
15098_12,CI25633
15099_12,CI23933
15100_12,CI26904
15102_12,CI24891
15106_12,CI24953
15110_12,CI26907
15113_12,CI24527
15114_12,CI26904
15120_12,CI28571
15124_12,CI24876
15125_12,CI26214
15127_12,CI26154
15128_12,CI26216
15129_12,CI26904
15130_12,CI26905
15131_12,CI27676
15132_12,CI24525
15138_12,CI27048
15140_12,CI26920
15141_12,CI27041
15145_12,CI26907
15146_12,CI24533
15148_12,CI26911
15149_12,CI24915
15150_12,CI25125
15155_12,CI27970
15156_12,CI26508
15158_12,CI24875
15159_12,CI24931
15162_12,CI23663
15166_12,CI26932
15168_12,CI24532
15172_12,CI26196
15179_12,CI26077
15180_12,CI24430
15181_12,CI26910
15183_12,CI26920
15184_12,CI26926
15188_12,CI26959
15191_12,CI28578
15192_12,CI26907
15193_12,CI23663
15194_12,CI26909
15198_12,CI27670
15204_12,CI25124
15205_12,CI25276
15208_12,CI24184
15212_12,CI26052
15213_12,CI26220
15228_12,CI27671
15233_12,CI24690
15234_12,CI24930
15236_12,CI24261
15237_12,CI24958
15238_12,CI26927
15240_12,CI27666
15241_12,CI25175
15242_12,CI23933
15253_12,CI24935
15260_12,CI27278
15261_12,CI26942
15263_12,CI24187
15267_12,CI26911
15271_12,CI24440
15272_12,CI26954
15278_12,CI28568
15282_12,CI23913
15289_12,CI26926
15291_12,CI23714
15292_12,CI26905
15295_12,CI26055
15299_12,CI28575
15303_12,CI26910
15308_12,CI24917
15309_12,CI23663
15312_12,CI26922
15313_12,CI27036
15317_12,CI24876
15318_12,CI26930
15319_12,CI27679
15327_12,CI26214
15329_12,CI26052
15330_12,CI24867
15333_12,CI26219
15339_12,CI24868
15340_12,CI25177
15342_12,CI28240
15344_12,CI27678
15345_12,CI23933
15347_12,CI23691
15348_12,CI23975
15349_12,CI26051
15352_12,CI25057
15353_12,CI24138
15354_12,CI24532
15355_12,CI27797
15356_12,CI27797
15357_12,CI26167
15361_12,CI27045
15365_12,CI27042
15369_12,CI24188
15373_12,CI25110
15376_12,CI28578
15377_12,CI26908
15384_12,CI25140
15385_12,CI27051
15386_12,CI24525
15392_12,CI24527
15398_12,CI26912
15402_12,CI28580
15404_12,CI26408
15407_12,CI26831
15411_12,CI27665
15412_12,CI23836
15421_12,CI23887
15423_12,CI24187
15424_12,CI28580
15429_12,CI26831
15432_12,CI26928
15436_12,CI26910
15438_12,CI27667
15442_12,CI24534
15453_12,CI24876
15458_12,CI24139
15460_12,CI24532
15461_12,CI23648
15466_12,CI26921
15467_12,CI25056
15469_12,CI28479
15471_12,CI26217
15476_12,CI26920
15480_12,CI24184
15485_12,CI24522
15486_12,CI24138
15487_12,CI26926
15494_12,CI26910
15496_12,CI25141
15498_12,CI26193
15499_12,CI23714
15500_12,CI26923
15506_12,CI26926
15507_12,CI25143
15508_12,CI23648
15509_12,CI25735
15510_12,CI23648
15515_12,CI26905
15517_12,CI27040
15518_12,CI26250
15519_12,CI26907
15522_12,CI26910
15528_12,CI28479
15532_12,CI24188
15533_12,CI23848
15534_12,CI27677
15535_12,CI27036
15538_12,CI23933
15542_12,CI26905
15543_12,CI26192
15547_12,CI26915
15553_12,CI26902
15556_12,CI23663
15557_12,CI26212
15561_12,CI24230
15566_12,CI27673
15567_12,CI26050
15569_12,CI27041
15571_12,CI24958
15574_12,CI23880
15577_12,CI26930
15580_12,CI25179
15588_12,CI24992
15596_12,CI26920
15598_12,CI23975
15599_12,CI27680
15601_12,CI26216
15603_12,CI23848
15605_12,CI24915
15606_12,CI23848
15608_12,CI27681
15612_12,CI26904
15615_12,CI23887
15616_12,CI23714
15618_12,CI26913
15621_12,CI26911
15622_12,CI25022
15624_12,CI24030
15625_12,CI27047
15626_12,CI26167
15629_12,CI26910
15631_12,CI23829
15635_12,CI25126
15637_12,CI23856
15652_12,CI26870
15660_12,CI25179
15661_12,CI23648
15670_12,CI23922
15674_12,CI27778
15676_12,CI27671
15679_12,CI27671
15684_12,CI24261
15689_12,CI25177
15691_12,CI24968
15693_12,CI27927
15694_12,CI26910
15696_12,CI23856
15700_12,CI23933
15702_12,CI24876
15707_12,CI26218
15710_12,CI26904
15713_12,CI23663
15716_12,CI26220
15719_12,CI25302
15723_12,CI27048
15726_12,CI24958
15728_12,CI25123
15731_12,CI26873
15734_12,CI24953
15737_12,CI24525
15743_12,CI24992
15744_12,CI25248
15746_12,CI23546
15751_12,CI24531
15752_12,CI25125
15753_12,CI25141
15754_12,CI26913
15755_12,CI24530
15757_12,CI26912
15758_12,CI26909
15774_12,CI24930
15776_12,CI25292
15779_12,CI26933
15781_12,CI26830
15782_12,CI25126
15784_12,CI28365
15786_12,CI26903
15787_12,CI27675
15789_12,CI27676
15793_12,CI28580
15797_12,CI23975
15799_12,CI27670
15801_12,CI26873
15805_12,CI28124
15806_12,CI23839
15808_12,CI24187
15809_12,CI26913
15812_12,CI23667
15814_12,CI23663
15816_12,CI27677
15818_12,CI28576
15819_12,CI24952
15822_12,CI23691
15823_12,CI23856
15825_12,CI26908
15831_12,CI24521
15833_12,CI23856
15837_12,CI24530
15843_12,CI23663
15844_12,CI28581
15849_12,CI26216
15851_12,CI25108
15855_12,CI24986
15856_12,CI23855
15857_12,CI23663
15858_12,CI27282
15859_12,CI23691
15861_12,CI28576
15865_12,CI27045
15867_12,CI26213
15874_12,CI27042
15877_12,CI24531
15879_12,CI27043
15881_12,CI27004
15884_12,CI27007
15885_12,CI23691
15887_12,CI25338
15888_12,CI24871
15889_12,CI27044
15890_12,CI23848
15895_12,CI27040
15898_12,CI24955
15899_12,CI24225
15901_12,CI26927
15907_12,CI27666
15908_12,CI27044
15909_12,CI24426
15911_12,CI24891
15915_12,CI23848
15919_12,CI24876
15920_12,CI24228
15922_12,CI25135
15923_12,CI23663
15924_12,CI26904
15925_12,CI28582
15926_12,CI25135
15927_12,CI24081
15930_12,CI26874
15931_12,CI26875
15932_12,CI26912
15933_12,CI23691
15934_12,CI26863
15935_12,CI26910
15940_12,CI24957
15949_12,CI23887
15950_12,CI24435
15955_12,CI28580
15956_12,CI27044
15958_12,CI24117
15961_12,CI24138
15962_12,CI23714
15967_12,CI26203
15969_12,CI23691
15971_12,CI26212
15975_12,CI28574
15976_12,CI24531
15983_12,CI25634
15986_12,CI23663
15988_12,CI26928
15989_12,CI24876
15995_12,CI24252
15998_12,CI24957
16000_12,CI27035
16001_12,CI26926
16004_12,CI26052
16009_12,CI27670
16011_12,CI24958
16012_12,CI26904
16015_12,CI24935
16016_12,CI23546
16018_12,CI26923
16028_12,CI24530
16031_12,CI27278
16032_12,CI26907
16033_12,CI28479
16034_12,CI26216
16035_12,CI24917
16041_12,CI26927
16044_12,CI26905
16047_12,CI26050
16051_12,CI27050
16053_12,CI28578
16056_12,CI26903
16058_12,CI26949
16061_12,CI26918
16065_12,CI26910
16068_12,CI27677
16070_12,CI24917
16072_12,CI25412
16078_12,CI26914
16079_12,CI24937
16080_12,CI25074
16088_12,CI28578
16089_12,CI28585
16096_12,CI23714
16097_12,CI26904
16099_12,CI26208
16103_12,CI26925
16104_12,CI24956
16105_12,CI27035
16107_12,CI26212
16109_12,CI25126
16111_12,CI26212
16112_12,CI27001
16113_12,CI23612
16114_12,CI26050
16118_12,CI28574
16119_12,CI24939
16121_12,CI27789
16128_12,CI23975
16129_12,CI26905
16131_12,CI25132
16134_12,CI26905
16136_12,CI24968
16141_12,CI24029
16145_12,CI26915
16147_12,CI27798
16148_12,CI26905
16150_12,CI24670
16153_12,CI23714
16157_12,CI25179
16160_12,CI26905
16161_12,CI27811
16162_12,CI27044
16163_12,CI23856
16164_12,CI27807
16165_12,CI27678
16166_12,CI27675
16168_12,CI27680
16171_12,CI26904
16174_12,CI27790
16177_12,CI25074
16180_12,CI27793
16182_12,CI27677
16186_12,CI23691
16187_12,CI26915
16189_12,CI24252
16194_12,CI26904
16196_12,CI26910
16198_12,CI25175
16199_12,CI25053
16200_12,CI27681
16203_12,CI27678
16204_12,CI27045
16206_12,CI26913
16212_12,CI23546
16214_12,CI25075
16215_12,CI25501
16216_12,CI25142
16219_12,CI24527
16222_12,CI24952
16226_12,CI26907
16227_12,CI26907
16230_12,CI26194
16231_12,CI27784
16235_12,CI27681
16244_12,CI24530
16248_12,CI24184
16253_12,CI28579
16255_12,CI25139
16257_12,CI27805
16258_12,CI27807
16260_12,CI28576
16263_12,CI24530
16265_12,CI27665
16268_12,CI26943
16274_12,CI24527
16283_12,CI24534
16284_12,CI27807
16285_12,CI23856
16286_12,CI23880
16290_12,CI23702
16294_12,CI27803
16295_12,CI23769
16297_12,CI27665
16300_12,CI25150
16303_12,CI26873
16308_12,CI27807
16310_12,CI27044
16311_12,CI26905
16312_12,CI26938
16319_12,CI27801
16321_12,CI27811
16324_12,CI24958
16327_12,CI27041
16333_12,CI24958
16338_12,CI25135
16339_12,CI24521
16341_12,CI26907
16343_12,CI27044
16351_12,CI23714
16352_12,CI25177
16356_12,CI27910
16359_12,CI24972
16360_12,CI24530
16367_12,CI26872
16371_12,CI23975
16377_12,CI24228
16378_12,CI26913
16379_12,CI24440
16381_12,CI23922
16384_12,CI23663
16390_12,CI23929
16393_12,CI25123
16397_12,CI23975
16400_12,CI24917
16401_12,CI24532
16403_12,CI27677
16409_12,CI28569
16411_12,CI24690
16412_12,CI24941
16413_12,CI24138
16414_12,CI23933
16416_12,CI27676
16422_12,CI27682
16426_12,CI25075
16427_12,CI24534
16433_12,CI27673
16440_12,CI24534
16442_12,CI24868
16443_12,CI25140
16446_12,CI27682
16448_12,CI27673
16449_12,CI26915
16450_12,CI27041
16453_12,CI27673
16455_12,CI23691
16459_12,CI23691
16460_12,CI24239
16461_12,CI23714
16462_12,CI26915
16464_12,CI27667
16465_12,CI27680
16471_12,CI27678
16478_12,CI26913
16486_12,CI23880
16491_12,CI27662
16494_12,CI24968
16495_12,CI26912
16499_12,CI27680
16501_12,CI27671
16505_12,CI25075
16507_12,CI24906
16509_12,CI27670
16510_12,CI23928
16512_12,CI27675
16513_12,CI27668
16519_12,CI26219
16521_12,CI26905
16522_12,CI28571
16525_12,CI27670
16526_12,CI28578
16534_12,CI27669
16536_12,CI28577
16543_12,CI23880
16546_12,CI25126
16550_12,CI24527
16551_12,CI24876
16552_12,CI24187
16553_12,CI23830
16554_12,CI26915
16555_12,CI27667
16559_12,CI24958
16565_12,CI24031
16568_12,CI24969
16580_12,CI27457
16583_12,CI24114
16584_12,CI24187
16586_12,CI27041
16591_12,CI24530
16595_12,CI24690
16597_12,CI26942
16598_12,CI24440
16599_12,CI26154
16602_12,CI26903
16604_12,CI26199
16606_12,CI26913
16607_12,CI26910
16608_12,CI26910
16610_12,CI25037
16614_12,CI23667
16617_12,CI26912
16620_12,CI26907
16624_12,CI26920
16633_12,CI23714
16636_12,CI26903
16637_12,CI26910
16639_12,CI25126
16640_12,CI24531
16645_12,CI26209
16646_12,CI27045
16647_12,CI26911
16652_12,CI26910
16654_12,CI27045
16659_12,CI26839
16664_12,CI24958
16667_12,CI26910
16672_12,CI23769
16674_12,CI26913
16675_12,CI25057
16677_12,CI24534
16682_12,CI24187
16685_12,CI26904
16693_12,CI26934
16695_12,CI25497
16698_12,CI23933
16699_12,CI23648
16701_12,CI23830
16703_12,CI24876
16708_12,CI26221
16709_12,CI26958
16712_12,CI24970
16715_12,CI26912
16720_12,CI26909
16724_12,CI26958
16725_12,CI28569
16727_12,CI27045
16737_12,CI26940
16741_12,CI25126
16746_12,CI26949
16753_12,CI26955
16754_12,CI26211
16755_12,CI28574
16756_12,CI26913
16760_12,CI26939
16761_12,CI26909
16762_12,CI24876
16765_12,CI25136
16766_12,CI27665
16771_12,CI27045
16772_12,CI26926
16773_12,CI26820
